               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10587,            0.096169,            0.059351,             0.29452,             0.33206,            0.070721,            0.016929,            0.085963,              0.1137,            0.053406,            0.070429,           0.0032857,           0.0032857
